company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Neolabs,internet-of-things,,,,,,"['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Dental', 'Education', 'Medical', 'Hospitality & leisure', 'Information technology', 'Media', 'Non-profit']","Sydney, Australia",10 - 49 employees,"$10,000+"
eOrange Technology Limited,internet-of-things,,,,,,"['Medical', 'Information technology']","Hong Kong, Hong Kong",10 - 49 employees,"$10,000+"
iauro Systems Pvt Ltd,internet-of-things,,,,,,"['Business services', 'Education', 'Hospitality & leisure']","Pune, India",10 - 49 employees,Undisclosed
LINKS DER ISAR,internet-of-things,,,,,,"['Arts, entertainment & music', 'Business services', 'Medical', 'Hospitality & leisure', 'Information technology']","München, Germany",10 - 49 employees,"$10,000+"
Sigmaways,internet-of-things,"Sigmaways is a small big data company. Established in 2006, the agency is headquartered in Fremont, California. Their services include BI & big data consulting & SI, cloud consulting & SI, IoT development, mobile app development, and more.",,,,,"['Financial services', 'Information technology', 'Manufacturing', 'Media', 'Retail']","Fremont, CA",10 - 49 employees,"$10,000+"
Signove,internet-of-things,,,,,,,"Campina Grande, Brazil",10 - 49 employees,Undisclosed
NovuMind,internet-of-things,,,,,,,"Beijing, China",10 - 49 employees,"$5,000+"
Fugumobile,internet-of-things,,,,,,,"Shanghai, China",10 - 49 employees,"$5,000+"
Marionete,internet-of-things,"Big data analytics company Marionete is headquartered in London, United Kingdom and Lisboa, Portugal. The small team provides BI & big data consulting & SI, IoT development, blockchain, cloud consulting & SI, and more. The company was founded in 2016.",,,,,,"London, United Kingdom",10 - 49 employees,"$25,000+"
Mersoft Corporation,internet-of-things,,,,,,,"Overland Park, KS",10 - 49 employees,Undisclosed
MasterSoft,internet-of-things,,,,,,"['Business services', 'Medical', 'Manufacturing']","CABA, Argentina",10 - 49 employees,"$5,000+"
Kalhost Web Hosting In Pakistan,internet-of-things,,,,,,"['Business services', 'Information technology']","Karachi, Pakistan",10 - 49 employees,"$1,000+"
Timate,internet-of-things,"Timate is an IT strategy consulting company founded in 2017. The small team specializes in IT strategy consulting, IT managed services, custom software development, IoT development, and more. The agency is headquartered in Chorzów, Poland.",,,,,,"Chorzów, Poland",10 - 49 employees,Undisclosed
Evogy srl,internet-of-things,"Evogy srl is an IT strategy consulting company. They are based in Seriate, Italy and have a small team. Their services include IT strategy consulting, BI & big data consulting & SI, cloud consulting & SI, IoT development, and more. The firm was launched in 2018.",,,,,,"Seriate, Italy",10 - 49 employees,Undisclosed
VanGogh Imaging,internet-of-things,,,,,,,"McLean, VA",10 - 49 employees,Undisclosed
Acumen Analytics,internet-of-things,"Acumen Analytics is a data analytics company. The small Plymouth Meeting, Pennsylvania-based team provides BI & big data consulting & SI and custom software development. The agency was founded in 2004.",,,,,,"Plymouth Meeting, PA",2 - 9 employees,"$5,000+"
Justcomz (International) Pte Ltd,internet-of-things,,,,,,,"Singapore, Singapore",2 - 9 employees,Undisclosed
Eficent,internet-of-things,"Eficent is an ERP consulting and SI company. The small team is headquartered in Barcelona, Spain. Their services include ERP consulting and SI, IoT development, and IT strategy consulting.",,,,,,"Barcelona, Spain",2 - 9 employees,Undisclosed
"Lenovo Car Link Technology (Nanjing) Co., Ltd.",internet-of-things,,,,,,,"Nanjing Shi, China",2 - 9 employees,Undisclosed
Bimetri,internet-of-things,,,,,,,"Ankara, Turkey",2 - 9 employees,"$25,000+"
Cybertruss,internet-of-things,,,,,,,"Obada, Nigeria",2 - 9 employees,"$1,000+"
We Talk IT,internet-of-things,,,,,,"['Consumer products & services', 'Financial services', 'Medical', 'Hospitality & leisure', 'Media']","Albourne, United Kingdom",2 - 9 employees,"$10,000+"
Harvices Technologies,internet-of-things,,,,,,,India,2 - 9 employees,"$1,000+"
Cardus,internet-of-things,,,,,,,"Farmington Hills, MI",2 - 9 employees,Undisclosed
Daweilai Sensing Technology Development Company,internet-of-things,,,,,,,"Shenzhen Shi, China",2 - 9 employees,Undisclosed
Myadtech,internet-of-things,"Myadtech is an AR/VR development company. Launched in 2017, the small company is located in Ciudad de México, Mexico. Their services include AR/VR development and IoT development.",,,,,,"Ciudad de México, Mexico",2 - 9 employees,Undisclosed
HEDS,internet-of-things,,,,,,,Argentina,2 - 9 employees,Undisclosed
Coreway Solution,internet-of-things,"Located in Elkins Park, Pennsylvania; Ahmedabad, India and Ahmedabad, India, Coreway Solution is an application development firm. The small company was founded in 2010. Their services include mobile app development, e-commerce development, IoT development, web development, and more.",5.0,(1 Reviews),,Coreway Solution designed and developed a social website for a music company. They created the mockups and wireframes and incorporated the client's feedback.,,"Elkins Park, PA",10 - 49 employees,"$1,000+"
Exavibes Services Private Limited,internet-of-things,"Exavibes Services Private Limited, a small mobile application development company, is located in Mumbai, India. They focus on mobile app development, web development, e-commerce development, IoT development, and more and were founded in 2017.",4.5,(1 Reviews),,Exavibes Services Private Limited was hired to build a mobile app for a women's apparel company. The output was expected to be a catalog platform for wholesalers and retailers.,"['Advertising & marketing', 'Business services', 'Consumer products & services', 'Dental', 'eCommerce', 'Education', 'Financial services', 'Gambling', 'Medical', 'Information technology']","Mumbai, India",10 - 49 employees,"$1,000+"
Tomorrow Lab,internet-of-things,,,,,,,"New York, NY",10 - 49 employees,"$25,000+"
Yael Acceptic,internet-of-things,"Launched in 2008, Yael Acceptic is a midsize website development company based in Kharkiv, Ukraine and Kyiv, Ukraine. Their services include web development, Artificial Intelligence, IoT development, mobile app development, and more.",,,,,"['Advertising & marketing', 'Arts, entertainment & music', 'Automotive', 'Business services', 'eCommerce', 'Financial services', 'Government', 'Information technology', 'Manufacturing', 'Media']","Kharkiv, Ukraine",50 - 249 employees,Undisclosed
Zerone Consulting,internet-of-things,,,,,,,"Kochi, India",50 - 249 employees,"$10,000+"
Noah Data,internet-of-things,,,,,,"['Consumer products & services', 'eCommerce', 'Financial services', 'Medical', 'Information technology', 'Retail']","Atlanta, GA",50 - 249 employees,"$5,000+"
Unico,internet-of-things,,,,,,,"Melbourne, Australia",50 - 249 employees,"$50,000+"
Elite Crest Technologies,internet-of-things,,,,,,,"Seattle, WA",10 - 49 employees,"$25,000+"
"Glenbrook Partners, LLC",internet-of-things,"Glenbrook Partners, LLC, a business consulting and financial advising & planning company, is located in San Mateo, California. The company specializes in business consulting and financial advising & planning and has a small team.The company was founded in 2001.",,,,,,"San Mateo, CA",10 - 49 employees,Undisclosed
SolGenie,internet-of-things,,,,,,,"Berkeley Lake, GA",10 - 49 employees,Undisclosed
"HellaStorm, Inc.",internet-of-things,,,,,,,"Alpharetta, GA",10 - 49 employees,Undisclosed
Canary Technology Innovations S.R.L.,internet-of-things,"Launched in 2019, Canary Technology Innovations S.R.L. Is a software development firm. Based in Ploiești, Romania, their small team focuses on custom software development, IoT development, mobile app development, and web development.",,,,,"['Business services', 'Financial services', 'Medical', 'Information technology', 'Manufacturing']","Ploiești, Romania",10 - 49 employees,"$10,000+"
i-Strategies,internet-of-things,"I-Strategies is a software development firm established in 2017. Their small team is in Colonia Escalon, El Salvador. Their services include custom software development, IoT development, IT strategy consulting, and mobile app development.",,,,,,"San Salvador, El Salvador",10 - 49 employees,Undisclosed
Skizzle Technolabs India Private Ltd,internet-of-things,,,,,,"['Automotive', 'eCommerce', 'Education', 'Medical', 'Information technology', 'Retail']","Kochi, India",10 - 49 employees,"$100,000+"
Innovate Now AS,internet-of-things,,,,,,"['GPS, Navigation & GIS', 'Information technology', 'Real estate', 'Supply Chain, Logistics, and Transport']","OSLO, Norway",10 - 49 employees,"$250,000+"
KTech Products,internet-of-things,,,,,,,"Houston, TX",10 - 49 employees,Undisclosed
ModelingEvolution,internet-of-things,"ModelingEvolution is a Warszawa, Poland-based software development company. They provide custom software development, IoT development, web development, product design, and more and were launched in 2019.",,,,,"['Business services', 'Information technology', 'Manufacturing']","Warszawa, Poland",10 - 49 employees,"$10,000+"
Opentrends US,internet-of-things,,,,,,"['Automotive', 'Consumer products & services', 'eCommerce', 'Education', 'Financial services', 'Gaming', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology']","Palo Alto, CA",250 - 999 employees,"$50,000+"
itWorksinUA,internet-of-things,,,,,,,"Kyiv, Ukraine",2 - 9 employees,"$1,000+"
PristineSofts,internet-of-things,"PristineSofts is a small software development company. Established in 2012, the company is headquartered in Bengaluru, India. Their team provides custom software development, IoT development, mobile app development, web development, and more.",4.0,(1 Reviews),,"An IT firm has hired PristineSofts to develop IoT-based products, mobile applications, and websites. The goal is to widen the company's target users globally.",,"Bengaluru, India",10 - 49 employees,"$1,000+"
Scalent Infotech Pvt. Ltd.,internet-of-things,,,,,,,"Pune, India",10 - 49 employees,Undisclosed
Rumba Solutions,internet-of-things,"Established in 2010, Rumba Solutions is a small software development company. Their team specializes in custom software development, IoT development, mobile app development, other IT consulting and SI, and more. The agency is based in Southfield, Michigan.",,,,,,"Southfield, MI",10 - 49 employees,"$10,000+"
Exmos,internet-of-things,"Launched in 1991, Exmos is an IT managed services company. Their small team is headquartered in Grangemouth, United Kingdom. Their team focuses on IT managed services, custom software development, IoT development, cloud consulting & SI, and more.",,,,,"['Manufacturing', 'Supply Chain, Logistics, and Transport']","Grangemouth, United Kingdom",10 - 49 employees,Undisclosed
Devolve,internet-of-things,"Founded in 2010, Devolve is an app development company. The firm offers mobile app development, custom software development, enterprise app modernization, e-commerce development, and more and has a small team. The firm is in Calgary, Canada and , India.",,,,,,"Calgary, Canada",10 - 49 employees,Undisclosed
KriyaTec IT Systems,internet-of-things,,,,,,,"Chennai, India",10 - 49 employees,Undisclosed
Spieker Point Inc,internet-of-things,,,,,,,"Edmonton, Canada",10 - 49 employees,Undisclosed
Ikusi,internet-of-things,,,,,,,"Mexico City, Mexico",10 - 49 employees,"$5,000+"
CARNEVALE,internet-of-things,,,,,,,"Grand Rapids, MI",10 - 49 employees,Undisclosed
Hive IT,internet-of-things,"Hive IT is a custom software development firm. They focus on custom software development, ux/ui design, IoT development, web design, and more and were founded in 2014. The firm is located in Sheffield, United Kingdom.",,,,,,"Sheffield, United Kingdom",10 - 49 employees,Undisclosed
inFact Limited,internet-of-things,"Product design company inFact Limited was founded in 1998. The small team provides product design. The company is located in Christchurch, New Zealand.",,,,,,"Christchurch, New Zealand",10 - 49 employees,Undisclosed
PDA IT Solutions,internet-of-things,"PDA IT Solutions is a software development company. They provide custom software development, e-commerce development, IoT development, logistics & supply chain consulting, and more and were founded in 2011. Their small team is Warszawa, Poland-based.",,,,,"['Automotive', 'eCommerce', 'GPS, Navigation & GIS', 'Information technology', 'Manufacturing', 'Retail']","Warszawa, Poland",10 - 49 employees,"$10,000+"
Infosoftware Polska Ltd.,internet-of-things,"Infosoftware Polska Ltd. Is an IT staff augmentation company headquartered in Szczepańcowa, Poland. The small company was launched in 2010. Their team focuses on IT staff augmentation, IoT development, custom software development, mobile app development, and more.",,,,,"['Automotive', 'Education', 'Government', 'Manufacturing']","Szczepańcowa, Poland",10 - 49 employees,"$1,000+"
VAYUZ Technologies,internet-of-things,,,,,,,"Noida, India",10 - 49 employees,Undisclosed
AITE SOLUTIONS S.A.S,internet-of-things,"AITE SOLUTIONS S.A.S is a small cloud consulting & SI company. Founded in 2011, the firm is in Bucaramanga, Colombia. Their services include cloud consulting & SI, ERP consulting and SI, custom software development, mobile app development, and more.",,,,,,"Bucaramanga, Colombia",10 - 49 employees,Undisclosed
CloudStakes Technology Pvt. Ltd.,internet-of-things,,,,,,"['Business services', 'Gaming', 'Government']","Ahmedabad, India",10 - 49 employees,"$1,000+"
CHAINSTEP,internet-of-things,,,,,,,"Hamburg, Germany",10 - 49 employees,Undisclosed
CodeIT Group,internet-of-things,"Established in 2011, CodeIT Group is a small IT strategy consulting company. Their team focuses on IT strategy consulting, cloud consulting & SI, IT managed services, custom software development, and more. The firm is located in Oslo, Norway; Goeteborg, Sweden and Ho Chi Minh City, Vietnam.",,,,,,"Oslo, Norway",10 - 49 employees,Undisclosed
Cpro IoT Connect GmbH,internet-of-things,,,,,,,"Hamburg, Germany",10 - 49 employees,Undisclosed
NEXiD,internet-of-things,,,,,,,"Milano, Italy",10 - 49 employees,Undisclosed
